original,translate
Fine Studded Leather of Awareness,精良镶钉皮甲（察觉）
Fine Studded Leather of Crafting,精良镶钉皮甲（制作）
Fine Studded Leather of Defence,精良镶钉皮甲（防御）
Fine Studded Leather of Diplomacy,精良镶钉皮甲（交涉）
Fine Studded Leather of Healing,精良镶钉皮甲（医疗）
Fine Studded Leather of Celerity,精良镶钉皮甲（迅捷）
Fine Studded Leather of Lore,精良镶钉皮甲（学识）
Fine Studded Leather of Speed,精良镶钉皮甲（速度）
Fine Studded Leather of Stealth,精良镶钉皮甲（潜行）
Fine Studded Leather of Survival,精良镶钉皮甲（生存）
Fine Studded Leather of Thievery,精良镶钉皮甲（偷窃）
Fine Studded Leather of Toughness,精良镶钉皮甲（坚韧）
Fine Studded Leather of Willpower,精良镶钉皮甲（意志）
Fine Halfplate of Athletics,精良半身板甲（运动）
Fine Halfplate of Awareness,精良半身板甲（察觉）
Fine Halfplate of Crafting,精良半身板甲（制作）
Fine Halfplate of Defence,精良半身板甲（防御）
Fine Halfplate of Diplomacy,精良半身板甲（交涉）
Fine Halfplate of Healing,精良半身板甲（医疗）
Fine Halfplate of Celerity,精良半身板甲（迅捷）
Fine Halfplate of Lore,精良半身板甲（学识）
Fine Halfplate of Speed,精良半身板甲（速度）
Fine Halfplate of Stealth,精良半身板甲（潜行）
Fine Halfplate of Survival,精良半身板甲（生存）
Fine Halfplate of Thievery,精良半身板甲（偷窃）
Fine Halfplate of Toughness,精良半身板甲（坚韧）
Fine Halfplate of Willpower,精良半身板甲（意志）
Masterwork Breastplate of Agility,精工胸甲（敏捷）
Masterwork Breastplate of Athletics,精工胸甲（运动）
Masterwork Breastplate of Awareness,精工胸甲（察觉）
Masterwork Breastplate of Crafting,精工胸甲（制作）
Masterwork Breastplate of Defence,精工胸甲（防御）
Masterwork Breastplate of Diplomacy,精工胸甲（交涉）
Masterwork Breastplate of Fortitude,精工胸甲（体质）
Masterwork Breastplate of Healing,精工胸甲（医疗）
Masterwork Breastplate of Celerity,精工胸甲（迅捷）
Masterwork Breastplate of Intellect,精工胸甲（智力）
Masterwork Breastplate of Lore,精工胸甲（学识）
Masterwork Breastplate of Presence,精工胸甲（感知）
Masterwork Breastplate of Speed,精工胸甲（速度）
Masterwork Breastplate of Stealth,精工胸甲（潜行）
Masterwork Breastplate of Strength,精工胸甲（力量）
Masterwork Breastplate of Survival,精工胸甲（生存）
Masterwork Breastplate of Thievery,精工胸甲（偷窃）
Masterwork Breastplate of Toughness,精工胸甲（坚韧）
Masterwork Breastplate of Willpower,精工胸甲（意志）
Masterwork Chainmail of Agility,精工链甲（敏捷）
Masterwork Chainmail of Athletics,精工链甲（运动）
Masterwork Chainmail of Awareness,精工链甲（察觉）
Masterwork Chainmail of Crafting,精工链甲（制作）
Masterwork Chainmail of Defence,精工链甲（防御）
Masterwork Chainmail of Diplomacy,精工链甲（交涉）
Masterwork Chainmail of Fortitude,精工链甲（体质）
Masterwork Chainmail of Healing,精工链甲（医疗）
Masterwork Chainmail of Celerity,精工链甲（迅捷）
Masterwork Chainmail of Intellect,精工链甲（智力）
Masterwork Chainmail of Lore,精工链甲（学识）
Masterwork Chainmail of Presence,精工链甲（感知）
Masterwork Chainmail of Speed,精工链甲（速度）
Masterwork Chainmail of Stealth,精工链甲（潜行）
Masterwork Chainmail of Strength,精工链甲（力量）
Masterwork Chainmail of Survival,精工链甲（生存）
Masterwork Chainmail of Thievery,精工链甲（偷窃）
Masterwork Chainmail of Toughness,精工链甲（坚韧）
Masterwork Chainmail of Willpower,精工链甲（意志）
Masterwork Fullplate of Agility,精工全身甲（敏捷）
Masterwork Fullplate of Athletics,精工全身甲（运动）
Masterwork Fullplate of Awareness,精工全身甲（察觉）
Masterwork Fullplate of Crafting,精工全身甲（制作）
Masterwork Fullplate of Defence,精工全身甲（防御）
Masterwork Fullplate of Diplomacy,精工全身甲（交涉）
Masterwork Fullplate of Fortitude,精工全身甲（体质）
Masterwork Fullplate of Healing,精工全身甲（医疗）
Masterwork Fullplate of Celerity,精工全身甲（迅捷）
Masterwork Fullplate of Intellect,精工全身甲（智力）
Masterwork Fullplate of Lore,精工全身甲（学识）
Masterwork Fullplate of Presence,精工全身甲（感知）
Masterwork Fullplate of Speed,精工全身甲（速度）
Masterwork Fullplate of Stealth,精工全身甲（潜行）
Masterwork Fullplate of Strength,精工全身甲（力量）
Masterwork Fullplate of Survival,精工全身甲（生存）
Masterwork Fullplate of Thievery,精工全身甲（偷窃）
Masterwork Fullplate of Toughness,精工全身甲（坚韧）
Masterwork Fullplate of Willpower,精工全身甲（意志）
Masterwork Halfplate of Agility,精工半身板甲（敏捷）
Masterwork Halfplate of Athletics,精工半身板甲（运动）
Masterwork Halfplate of Awareness,精工半身板甲（察觉）
Masterwork Halfplate of Crafting,精工半身板甲（制作）
Masterwork Halfplate of Defence,精工半身板甲（防御）
Masterwork Halfplate of Diplomacy,精工半身板甲（交涉）
Masterwork Halfplate of Fortitude,精工半身板甲（体质）
Masterwork Halfplate of Healing,精工半身板甲（医疗）
Masterwork Halfplate of Celerity,精工半身板甲（迅捷）
Masterwork Halfplate of Intellect,精工半身板甲（智力）
Masterwork Halfplate of Lore,精工半身板甲（学识）
Masterwork Halfplate of Presence,精工半身板甲（感知）
Masterwork Halfplate of Speed,精工半身板甲（速度）
Masterwork Halfplate of Stealth,精工半身板甲（潜行）
Masterwork Halfplate of Strength,精工半身板甲（力量）
Masterwork Halfplate of Survival,精工半身板甲（生存）
Masterwork Halfplate of Thievery,精工半身板甲（偷窃）
Masterwork Halfplate of Toughness,精工半身板甲（坚韧）
Masterwork Halfplate of Willpower,精工半身板甲（意志）
Masterwork Leather Armor of Agility,精工皮甲（敏捷）
Masterwork Leather Armor of Athletics,精工皮甲（运动）
Masterwork Leather Armor of Awareness,精工皮甲（察觉）
Masterwork Leather Armor of Crafting,精工皮甲（制作）
Masterwork Leather Armor of Defence,精工皮甲（防御）
Masterwork Leather Armor of Diplomacy,精工皮甲（交涉）
Masterwork Leather Armor of Fortitude,精工皮甲（体质）
Masterwork Leather Armor of Healing,精工皮甲（医疗）
Masterwork Leather Armor of Celerity,精工皮甲（迅捷）
Masterwork Leather Armor of Intellect,精工皮甲（智力）
Masterwork Leather Armor of Lore,精工皮甲（学识）
Masterwork Leather Armor of Presence,精工皮甲（感知）
Masterwork Leather Armor of Speed,精工皮甲（速度）
Masterwork Leather Armor of Stealth,精工皮甲（潜行）
Masterwork Leather Armor of Strength,精工皮甲（力量）
Masterwork Leather Armor of Survival,精工皮甲（生存）
Masterwork Leather Armor of Thievery,精工皮甲（偷窃）
Masterwork Leather Armor of Toughness,精工皮甲（坚韧）
Masterwork Leather Armor of Willpower,精工皮甲（意志）
Masterwork Padded Armor of Agility,精工布甲（敏捷）
Masterwork Padded Armor of Athletics,精工布甲（运动）
Masterwork Padded Armor of Awareness,精工布甲（察觉）
Masterwork Padded Armor of Crafting,精工布甲（制作）
Masterwork Padded Armor of Defence,精工布甲（防御）
Masterwork Padded Armor of Diplomacy,精工布甲（交涉）
Masterwork Padded Armor of Fortitude,精工布甲（体质）
Masterwork Padded Armor of Healing,精工布甲（医疗）
Masterwork Padded Armor of Celerity,精工布甲（迅捷）
Masterwork Padded Armor of Intellect,精工布甲（智力）
Masterwork Padded Armor of Lore,精工布甲（学识）
Masterwork Padded Armor of Presence,精工布甲（感知）
Masterwork Padded Armor of Speed,精工布甲（速度）
Masterwork Padded Armor of Stealth,精工布甲（潜行）
Masterwork Padded Armor of Strength,精工布甲（力量）
Masterwork Padded Armor of Survival,精工布甲（生存）
Masterwork Padded Armor of Thievery,精工布甲（偷窃）
Masterwork Padded Armor of Toughness,精工布甲（坚韧）
Masterwork Padded Armor of Willpower,精工布甲（意志）
Masterwork Scalemail of Agility,精工鳞甲（敏捷）
Masterwork Scalemail of Athletics,精工鳞甲（运动）
Masterwork Scalemail of Awareness,精工鳞甲（察觉）
Masterwork Scalemail of Crafting,精工鳞甲（制作）
Masterwork Scalemail of Defence,精工鳞甲（防御）
Masterwork Scalemail of Diplomacy,精工鳞甲（交涉）
Masterwork Scalemail of Fortitude,精工鳞甲（体质）
Masterwork Scalemail of Healing,精工鳞甲（医疗）
Masterwork Scalemail of Celerity,精工鳞甲（迅捷）
Masterwork Scalemail of Intellect,精工鳞甲（智力）
Masterwork Scalemail of Lore,精工鳞甲（学识）
Masterwork Scalemail of Presence,精工鳞甲（感知）
Masterwork Scalemail of Speed,精工鳞甲（速度）
Masterwork Scalemail of Stealth,精工鳞甲（潜行）
Masterwork Scalemail of Strength,精工鳞甲（力量）
Masterwork Scalemail of Survival,精工鳞甲（生存）
Masterwork Scalemail of Thievery,精工鳞甲（偷窃）
Masterwork Scalemail of Toughness,精工鳞甲（坚韧）
Masterwork Scalemail of Willpower,精工鳞甲（意志）
